node,new_parent,asn,experiment_id,previous_rank,new_rank,time
m3-298,m3-318,0x00000083f3,2,65535,1351,2018-05-10 21:40:04.173519
m3-298,m3-314,0x00000083f3,2,65535,1625,2018-05-10 21:40:04.24887
m3-338,m3-346,0x000000886d,2,3840,877,2018-05-10 21:40:19.860342
m3-299,m3-302,0x00000089e2,2,65535,1918,2018-05-10 21:40:25.462692
m3-343,m3-347,0x0000008b92,2,65535,877,2018-05-10 21:40:31.923329
m3-309,m3-325,0x0000008b3b,2,65535,1663,2018-05-10 21:40:32.085689
m3-309,m3-313,0x0000008e5a,2,65535,1534,2018-05-10 21:40:42.59521
m3-301,m3-313,0x0000008f9e,2,65535,1534,2018-05-10 21:40:47.438166
m3-298,m3-309,0x0000009336,2,65535,1899,2018-05-10 21:41:01.224142
m3-313,m3-339,0x0000009f2a,2,1779,1005,2018-05-10 21:41:47.172652
m3-326,m3-346,0x000000a610,2,1706,877,2018-05-10 21:42:13.815251
m3-302,m3-321,0x000000a721,2,1965,1443,2018-05-10 21:42:17.704898
m3-334,m3-358,0x000000a76c,2,1152,621,2018-05-10 21:42:18.833041
m3-325,m3-334,0x000000a79e,2,1877,986,2018-05-10 21:42:19.64713
m3-302,m3-314,0x000000aae6,2,65535,1552,2018-05-10 21:42:32.084816
m3-309,m3-330,0x000000bbd4,2,1645,1133,2018-05-10 21:43:37.159048
m3-314,m3-334,0x000000bcb1,2,65535,986,2018-05-10 21:43:40.554645
m3-314,m3-339,0x000000bcb1,2,65535,1005,2018-05-10 21:43:40.638385
m3-302,m3-321,0x000000c178,2,65535,1467,2018-05-10 21:43:58.776523
m3-299,m3-314,0x000000c2d3,2,3472,1370,2018-05-10 21:44:03.943382
m3-325,m3-339,0x000000c4dd,2,1600,941,2018-05-10 21:44:11.775872
m3-302,m3-317,0x000000c8fe,2,65535,1607,2018-05-10 21:44:27.537331
m3-302,m3-298,0x000000c8fe,2,65535,1946,2018-05-10 21:44:27.613368
m3-299,m3-309,0x000000dc44,2,65535,1498,2018-05-10 21:45:41.616649
m3-299,m3-301,0x000000dc44,2,65535,1719,2018-05-10 21:45:41.693087
m3-299,m3-298,0x000000dc44,2,65535,1946,2018-05-10 21:45:41.77083
m3-299,m3-298,0x000000df32,2,65535,1812,2018-05-10 21:45:52.685024
m3-302,m3-299,0x0000010e9d,2,65535,2110,2018-05-10 21:48:54.658398
m3-299,m3-314,0x0000011e29,2,1889,1303,2018-05-10 21:49:54.359423
m3-313,m3-346,0x00000140a8,2,1536,877,2018-05-10 21:52:06.670877
m3-313,m3-335,0x0000016568,2,65535,1133,2018-05-10 21:54:27.498981
m3-301,m3-314,0x0000017001,2,65535,1211,2018-05-10 21:55:08.130719
m3-334,m3-346,0x000001aa53,2,65535,877,2018-05-10 21:58:51.856829
m3-302,m3-322,0x0000036f15,2,1806,1244,2018-05-10 22:27:48.78675
m3-302,m3-321,0x00000375a0,2,65535,1500,2018-05-10 22:28:13.723533
m3-302,m3-313,0x0000038b42,2,4975,1466,2018-05-10 22:29:36.797572
m3-301,m3-322,0x0000045a85,2,1818,1261,2018-05-10 22:42:51.730535
m3-301,m3-314,0x0000046369,2,65535,1223,2018-05-10 22:43:25.949185
m3-305,m3-314,0x00000497bc,2,1806,1204,2018-05-10 22:46:46.564546
m3-339,m3-351,0x0000059287,2,5376,877,2018-05-10 23:02:49.205432
m3-346,m3-351,0x0000059366,2,8192,877,2018-05-10 23:02:52.122428
m3-347,m3-358,0x00000006b5,3,65535,621,2018-05-11 11:25:56.690909
m3-351,m3-358,0x0000000b14,3,65535,621,2018-05-11 11:26:13.478911
m3-346,m3-358,0x0000000b14,3,65535,621,2018-05-11 11:26:13.479909
m3-334,m3-346,0x0000000d06,3,65535,986,2018-05-11 11:26:20.920024
m3-338,m3-334,0x0000000d1f,3,65535,1351,2018-05-11 11:26:21.304968
m3-322,m3-334,0x0000000ef7,3,65535,1351,2018-05-11 11:26:28.374184
m3-342,m3-334,0x0000000ef7,3,65535,1351,2018-05-11 11:26:28.374531
m3-329,m3-338,0x0000001022,3,65535,1716,2018-05-11 11:26:32.847513
m3-339,m3-338,0x00000011c9,3,65535,1716,2018-05-11 11:26:39.191799
m3-314,m3-339,0x00000011e1,3,65535,2081,2018-05-11 11:26:39.545329
m3-355,m3-334,0x00000011fa,3,65535,1351,2018-05-11 11:26:39.927072
m3-305,m3-314,0x00000014e5,3,65535,2446,2018-05-11 11:26:51.124042
m3-309,m3-305,0x000000192b,3,65535,2811,2018-05-11 11:27:07.518458
m3-326,m3-314,0x000000195d,3,65535,2446,2018-05-11 11:27:08.273598
m3-325,m3-322,0x0000001be4,3,65535,1716,2018-05-11 11:27:18.012386
m3-302,m3-314,0x0000001c79,3,65535,2446,2018-05-11 11:27:20.169227
m3-310,m3-309,0x0000001e39,3,65535,3176,2018-05-11 11:27:26.938398
m3-318,m3-309,0x0000001e39,3,65535,3176,2018-05-11 11:27:26.948755
m3-299,m3-305,0x000000210a,3,65535,2811,2018-05-11 11:27:37.705597
m3-314,m3-334,0x00000022b1,3,2031,1351,2018-05-11 11:27:44.12135
m3-317,m3-302,0x000000243f,3,65535,2811,2018-05-11 11:27:49.997346
m3-339,m3-358,0x000000243f,3,1646,621,2018-05-11 11:27:50.081176
m3-313,m3-338,0x00000027a5,3,65535,1607,2018-05-11 11:28:03.030039
m3-354,m3-355,0x0000002854,3,65535,1716,2018-05-11 11:28:05.664705
m3-355,m3-358,0x0000002b0c,3,1466,621,2018-05-11 11:28:16.154087
m3-342,m3-358,0x0000002ce5,3,1335,621,2018-05-11 11:28:23.261704
m3-350,m3-354,0x0000002d61,3,65535,2081,2018-05-11 11:28:25.029486
m3-335,m3-326,0x0000002d93,3,65535,2811,2018-05-11 11:28:25.781759
m3-309,m3-322,0x0000002f08,3,2802,1716,2018-05-11 11:28:31.571735
m3-330,m3-317,0x00000032eb,3,65535,3176,2018-05-11 11:28:46.285331
m3-318,m3-346,0x00000034ab,3,6139,928,2018-05-11 11:28:52.99051
m3-301,m3-309,0x0000003652,3,65535,2081,2018-05-11 11:28:59.334948
m3-326,m3-351,0x0000003700,3,2355,895,2018-05-11 11:29:02.014875
m3-299,m3-314,0x000000393c,3,3467,1716,2018-05-11 11:29:10.599353
m3-302,m3-305,0x0000003a13,3,65535,2872,2018-05-11 11:29:13.904307
m3-343,m3-339,0x0000003a35,3,65535,1169,2018-05-11 11:29:14.245594
m3-306,m3-301,0x0000003afc,3,65535,2446,2018-05-11 11:29:17.29038
m3-321,m3-318,0x0000003b91,3,65535,1293,2018-05-11 11:29:19.465203
m3-329,m3-346,0x0000003de6,3,1537,928,2018-05-11 11:29:28.475612
