sender,asn,asn_in,seqnum,time
m3-229,0x00000eb36b,0x00000eb2ef,749,2018-02-20 15:16:43.675037
m3-253,0x00000eb39f,0x00000eb2d9,746,2018-02-20 15:16:44.439038
m3-225,0x00000eb42e,0x00000eb423,746,2018-02-20 15:16:46.58847
m3-264,0x00000eb432,0x00000eb1b9,746,2018-02-20 15:16:46.709934
m3-252,0x00000eb466,0x00000eb388,743,2018-02-20 15:16:47.424335
m3-213,0x00000eb47a,0x00000eb3ff,748,2018-02-20 15:16:47.761997
m3-216,0x00000eb491,0x00000eb40c,746,2018-02-20 15:16:48.072524
m3-248,0x00000eb493,0x00000eb384,754,2018-02-20 15:16:48.234043
m3-208,0x00000eb494,0x00000eb3dd,747,2018-02-20 15:16:48.29422
m3-232,0x00000eb4f9,0x00000eb465,751,2018-02-20 15:16:49.635263
m3-209,0x00000eb558,0x00000eb4f5,751,2018-02-20 15:16:51.036873
m3-233,0x00000eb564,0x00000eb4bf,749,2018-02-20 15:16:51.242838
m3-244,0x00000eb56d,0x00000eb55a,749,2018-02-20 15:16:51.339467
m3-265,0x00000eb5a7,0x00000eb497,745,2018-02-20 15:16:52.231439
m3-220,0x00000eb5e8,0x00000eb527,747,2018-02-20 15:16:53.198152
m3-228,0x00000eb5f9,0x00000eb53c,750,2018-02-20 15:16:53.456633
m3-236,0x00000eb618,0x00000eb5f2,746,2018-02-20 15:16:53.910093
m3-249,0x00000eb676,0x00000eb5ab,745,2018-02-20 15:16:55.390384
m3-212,0x00000eb6a6,0x00000eb69d,746,2018-02-20 15:16:56.061009
m3-220,0x00000eb6af,0x00000eb527,747,2018-02-20 15:16:56.174818
m3-261,0x00000eb6df,0x00000eb645,745,2018-02-20 15:16:56.890677
m3-224,0x00000eb71e,0x00000eb64d,742,2018-02-20 15:16:57.843199
m3-221,0x00000eb796,0x00000eb72a,748,2018-02-20 15:16:59.667488
m3-256,0x00000eb7a6,0x00000eb6d2,746,2018-02-20 15:16:59.884259
m3-256,0x00000eb7af,0x00000eb6d2,746,2018-02-20 15:17:00.053747
m3-217,0x00000eb7f7,0x00000eb7af,746,2018-02-20 15:17:01.0809
m3-237,0x00000eb7f9,0x00000eb6a6,747,2018-02-20 15:17:01.162084
m3-241,0x00000eb7fc,0x00000eb71e,748,2018-02-20 15:17:01.248348
m3-240,0x00000eb809,0x00000eb687,744,2018-02-20 15:17:01.370511
m3-229,0x00000eb811,0x00000eb7e5,750,2018-02-20 15:17:01.500138
m3-213,0x00000eb85d,0x00000eb839,749,2018-02-20 15:17:02.671772
m3-257,0x00000eb86d,0x00000eb730,745,2018-02-20 15:17:02.85012
m3-225,0x00000eb88f,0x00000eb882,747,2018-02-20 15:17:03.404572
m3-216,0x00000eb8d0,0x00000eb89b,747,2018-02-20 15:17:04.34755
m3-253,0x00000eb914,0x00000eb830,747,2018-02-20 15:17:05.383077
m3-248,0x00000eb934,0x00000eb82f,755,2018-02-20 15:17:05.846397
m3-252,0x00000eb93d,0x00000eb8b6,744,2018-02-20 15:17:06.017011
m3-208,0x00000eb93e,0x00000eb8b5,748,2018-02-20 15:17:06.124935
m3-245,0x00000eb941,0x00000eb7cc,748,2018-02-20 15:17:06.217793
m3-260,0x00000eb992,0x00000eb97f,749,2018-02-20 15:17:07.284785
m3-232,0x00000eb9c2,0x00000eb965,752,2018-02-20 15:17:07.9677
m3-228,0x00000eb9db,0x00000eb9ba,751,2018-02-20 15:17:08.364968
m3-209,0x00000eba02,0x00000eb9d4,752,2018-02-20 15:17:08.931585
m3-244,0x00000eba51,0x00000eba29,750,2018-02-20 15:17:10.121919
m3-264,0x00000eba89,0x00000eb812,747,2018-02-20 15:17:10.953517
m3-228,0x00000ebaa2,0x00000eb9ba,751,2018-02-20 15:17:11.345984
m3-233,0x00000ebada,0x00000eb9e0,750,2018-02-20 15:17:12.194939
m3-265,0x00000ebb18,0x00000eba1e,746,2018-02-20 15:17:13.111951
m3-240,0x00000ebb25,0x00000ebaa7,745,2018-02-20 15:17:13.291737
m3-220,0x00000ebb59,0x00000ebaf5,748,2018-02-20 15:17:14.076131
m3-236,0x00000ebba1,0x00000ebb98,747,2018-02-20 15:17:15.170534
m3-217,0x00000ebbc8,0x00000ebb87,747,2018-02-20 15:17:15.718733
m3-217,0x00000ebbda,0x00000ebb87,747,2018-02-20 15:17:15.995564
m3-249,0x00000ebbe7,0x00000ebad1,746,2018-02-20 15:17:16.205848
m3-224,0x00000ebc40,0x00000ebbe3,743,2018-02-20 15:17:17.553716
m3-224,0x00000ebc41,0x00000ebbe3,743,2018-02-20 15:17:17.619112
m3-257,0x00000ebc50,0x00000ebb38,746,2018-02-20 15:17:17.771769
m3-249,0x00000ebc59,0x00000ebad1,746,2018-02-20 15:17:17.94897
m3-245,0x00000ebc63,0x00000ebbd6,749,2018-02-20 15:17:18.040114
m3-257,0x00000ebc68,0x00000ebb38,746,2018-02-20 15:17:18.141292
m3-256,0x00000ebc6c,0x00000ebb70,747,2018-02-20 15:17:18.230638
m3-212,0x00000ebca6,0x00000ebc7d,747,2018-02-20 15:17:19.074393
m3-241,0x00000ebca9,0x00000ebbf6,749,2018-02-20 15:17:19.160508
m3-213,0x00000ebd07,0x00000ebcc1,750,2018-02-20 15:17:20.533565
m3-237,0x00000ebd08,0x00000ebbee,748,2018-02-20 15:17:20.605105
m3-261,0x00000ebd17,0x00000ebb5e,746,2018-02-20 15:17:20.786492
m3-216,0x00000ebd1e,0x00000ebcb9,748,2018-02-20 15:17:20.861665
m3-229,0x00000ebd2a,0x00000ebc9d,751,2018-02-20 15:17:21.038066
m3-264,0x00000ebd86,0x00000ebc69,748,2018-02-20 15:17:22.416301
m3-253,0x00000ebdba,0x00000ebcba,748,2018-02-20 15:17:23.218499
m3-221,0x00000ebdce,0x00000ebd53,749,2018-02-20 15:17:23.531708
m3-225,0x00000ebe49,0x00000ebe03,748,2018-02-20 15:17:25.352391
m3-232,0x00000ebe57,0x00000ebe44,753,2018-02-20 15:17:25.559449
m3-228,0x00000ebe85,0x00000ebe68,752,2018-02-20 15:17:26.257738
m3-248,0x00000ebea5,0x00000ebe0d,756,2018-02-20 15:17:26.70485
m3-248,0x00000ebeae,0x00000ebe0d,756,2018-02-20 15:17:26.90056
m3-209,0x00000ebf08,0x00000ebeec,753,2018-02-20 15:17:28.205474
m3-252,0x00000ebf48,0x00000ebecc,745,2018-02-20 15:17:29.151122
m3-208,0x00000ebf76,0x00000ebf04,749,2018-02-20 15:17:29.85967
m3-260,0x00000ebfc5,0x00000ebf0e,750,2018-02-20 15:17:31.063229
m3-249,0x00000ebfca,0x00000ebf46,747,2018-02-20 15:17:31.184045
m3-249,0x00000ebfd4,0x00000ebf46,747,2018-02-20 15:17:31.285054
m3-224,0x00000ec023,0x00000ebfba,744,2018-02-20 15:17:32.472532
m3-217,0x00000ec072,0x00000ec040,748,2018-02-20 15:17:33.63355
m3-244,0x00000ec089,0x00000ec06c,751,2018-02-20 15:17:33.983884
m3-265,0x00000ec091,0x00000ebf99,747,2018-02-20 15:17:34.088986
m3-220,0x00000ec0ca,0x00000ec0a8,749,2018-02-20 15:17:34.948131
m3-212,0x00000ec112,0x00000ec10c,748,2018-02-20 15:17:36.056039
m3-233,0x00000ec118,0x00000ec015,751,2018-02-20 15:17:36.128972
m3-241,0x00000ec150,0x00000ec0e4,750,2018-02-20 15:17:36.955524
m3-240,0x00000ec15d,0x00000ebfee,746,2018-02-20 15:17:37.138323
m3-257,0x00000ec1c1,0x00000ec0a7,747,2018-02-20 15:17:38.641212
m3-256,0x00000ec1ca,0x00000ec123,748,2018-02-20 15:17:38.802755
m3-256,0x00000ec1d4,0x00000ec123,748,2018-02-20 15:17:38.929108
m3-236,0x00000ec217,0x00000ec1ef,748,2018-02-20 15:17:39.942394
m3-253,0x00000ec264,0x00000ec182,749,2018-02-20 15:17:41.097554
m3-221,0x00000ec278,0x00000ec1ea,750,2018-02-20 15:17:41.424993
m3-237,0x00000ec279,0x00000ec158,749,2018-02-20 15:17:41.525555
m3-213,0x00000ec280,0x00000ec262,751,2018-02-20 15:17:41.624231
m3-253,0x00000ec288,0x00000ec182,749,2018-02-20 15:17:41.778378
m3-245,0x00000ec291,0x00000ec204,750,2018-02-20 15:17:41.856277
m3-261,0x00000ec295,0x00000ec196,747,2018-02-20 15:17:41.955555
m3-229,0x00000ec2f3,0x00000ec289,752,2018-02-20 15:17:43.248289
m3-232,0x00000ec316,0x00000ec2f8,754,2018-02-20 15:17:43.754841
m3-221,0x00000ec33f,0x00000ec1ea,750,2018-02-20 15:17:44.419079
m3-216,0x00000ec356,0x00000ec2c7,749,2018-02-20 15:17:44.711344
m3-264,0x00000ec3be,0x00000ec2b5,749,2018-02-20 15:17:46.288947
m3-252,0x00000ec3f2,0x00000ec391,746,2018-02-20 15:17:47.047366
m3-248,0x00000ec416,0x00000ec31d,757,2018-02-20 15:17:47.575699
m3-248,0x00000ec41f,0x00000ec31d,757,2018-02-20 15:17:47.74439
m3-225,0x00000ec429,0x00000ec405,749,2018-02-20 15:17:47.864023
m3-209,0x00000ec42f,0x00000ec42c,754,2018-02-20 15:17:47.975267
m3-260,0x00000ec46c,0x00000ec399,751,2018-02-20 15:17:48.885443
m3-228,0x00000ec4bd,0x00000ec421,753,2018-02-20 15:17:50.118643
m3-208,0x00000ec4e7,0x00000ec460,750,2018-02-20 15:17:50.721922
m3-233,0x00000ec4ff,0x00000ec43b,752,2018-02-20 15:17:51.10578
m3-217,0x00000ec52e,0x00000ec51d,749,2018-02-20 15:17:51.777832
m3-233,0x00000ec548,0x00000ec43b,752,2018-02-20 15:17:52.19799
m3-224,0x00000ec594,0x00000ec506,745,2018-02-20 15:17:53.346563
m3-256,0x00000ec5a4,0x00000ec53b,749,2018-02-20 15:17:53.550618
m3-244,0x00000ec5b7,0x00000ec5b3,752,2018-02-20 15:17:53.857118
m3-249,0x00000ec602,0x00000ec557,748,2018-02-20 15:17:54.990064
m3-240,0x00000ec607,0x00000ec555,747,2018-02-20 15:17:55.091638
m3-257,0x00000ec647,0x00000ec598,748,2018-02-20 15:17:56.030149
m3-221,0x00000ec65b,0x00000ec5ea,751,2018-02-20 15:17:56.328574
m3-245,0x00000ec66b,0x00000ec5f0,751,2018-02-20 15:17:56.532533
m3-265,0x00000ec6c1,0x00000ec57b,748,2018-02-20 15:17:57.830888
m3-229,0x00000ec6d6,0x00000ec683,753,2018-02-20 15:17:58.166555
m3-220,0x00000ec702,0x00000ec6b5,750,2018-02-20 15:17:58.822501
m3-212,0x00000ec70e,0x00000ec70d,749,2018-02-20 15:17:58.983573
m3-253,0x00000ec712,0x00000ec601,750,2018-02-20 15:17:59.058013
m3-213,0x00000ec722,0x00000ec676,752,2018-02-20 15:17:59.308306
m3-237,0x00000ec723,0x00000ec665,750,2018-02-20 15:17:59.380194
m3-241,0x00000ec788,0x00000ec639,751,2018-02-20 15:18:00.827329
m3-261,0x00000ec7f9,0x00000ec68f,748,2018-02-20 15:18:02.535276
m3-216,0x00000ec800,0x00000ec77b,750,2018-02-20 15:18:02.616266
m3-261,0x00000ec802,0x00000ec68f,748,2018-02-20 15:18:02.722184
m3-236,0x00000ec815,0x00000ec807,749,2018-02-20 15:18:02.906291
m3-232,0x00000ec868,0x00000ec80f,755,2018-02-20 15:18:04.182053
m3-264,0x00000ec887,0x00000ec78b,750,2018-02-20 15:18:04.619337
m3-228,0x00000ec8a0,0x00000ec820,754,2018-02-20 15:18:05.025207
m3-248,0x00000ec8c0,0x00000ec867,758,2018-02-20 15:18:05.469871
m3-208,0x00000ec8ca,0x00000ec8bc,751,2018-02-20 15:18:05.644705
m3-209,0x00000ec923,0x00000ec907,755,2018-02-20 15:18:06.963389
m3-225,0x00000ec99a,0x00000ec975,750,2018-02-20 15:18:08.743323
m3-233,0x00000ec9a9,0x00000ec894,753,2018-02-20 15:18:09.018834
m3-224,0x00000ec9c6,0x00000ec970,746,2018-02-20 15:18:09.404936
m3-244,0x00000ec9dd,0x00000ec9a0,753,2018-02-20 15:18:09.769905
m3-252,0x00000eca2a,0x00000ec978,747,2018-02-20 15:18:10.900321
m3-256,0x00000eca57,0x00000ec9c9,750,2018-02-20 15:18:11.605575
m3-256,0x00000eca61,0x00000ec9c9,750,2018-02-20 15:18:11.730126
m3-260,0x00000ecaa4,0x00000ec9ea,752,2018-02-20 15:18:12.746322
m3-253,0x00000ecaf1,0x00000eca0e,751,2018-02-20 15:18:13.906523
m3-221,0x00000ecb05,0x00000ecad3,752,2018-02-20 15:18:14.212266
m3-253,0x00000ecb15,0x00000eca0e,751,2018-02-20 15:18:14.4151
m3-217,0x00000ecb66,0x00000ecb5a,750,2018-02-20 15:18:15.631
m3-240,0x00000ecb78,0x00000eca2b,748,2018-02-20 15:18:15.924126
m3-237,0x00000ecbcc,0x00000ecb13,751,2018-02-20 15:18:17.202044
m3-216,0x00000ecbe3,0x00000ecbca,751,2018-02-20 15:18:17.524544
m3-220,0x00000ecc73,0x00000ecc63,751,2018-02-20 15:18:19.654103
m3-257,0x00000ecc7f,0x00000ecb91,749,2018-02-20 15:18:19.855426
m3-228,0x00000ecc83,0x00000ecc4c,755,2018-02-20 15:18:19.930558
m3-212,0x00000eccf9,0x00000eccda,750,2018-02-20 15:18:21.697602
m3-236,0x00000eccfc,0x00000eccd5,750,2018-02-20 15:18:21.770523
m3-229,0x00000ecd0e,0x00000ecc8f,754,2018-02-20 15:18:22.017531
m3-232,0x00000ecd31,0x00000eccd5,756,2018-02-20 15:18:22.529054
m3-220,0x00000ecd3a,0x00000ecc63,751,2018-02-20 15:18:22.654862
m3-213,0x00000ecd5a,0x00000ecc98,753,2018-02-20 15:18:23.180282
m3-233,0x00000ecd82,0x00000ecce4,754,2018-02-20 15:18:23.752199
m3-225,0x00000ecdd5,0x00000ecd9f,751,2018-02-20 15:18:24.992681
m3-224,0x00000ece21,0x00000ecda2,747,2018-02-20 15:18:26.141532
m3-248,0x00000ece31,0x00000ecd78,759,2018-02-20 15:18:26.382339
m3-209,0x00000ece38,0x00000ece22,756,2018-02-20 15:18:26.475903
m3-208,0x00000ece3b,0x00000ecdb9,752,2018-02-20 15:18:26.538189
m3-261,0x00000ece41,0x00000ecc27,749,2018-02-20 15:18:26.608929
m3-264,0x00000ecea0,0x00000ecdc8,751,2018-02-20 15:18:28.059023
m3-252,0x00000eced4,0x00000ece0e,748,2018-02-20 15:18:28.814045
m3-221,0x00000ecee8,0x00000ecebe,753,2018-02-20 15:18:29.131632
m3-252,0x00000ecef8,0x00000ece0e,748,2018-02-20 15:18:29.335843
m3-244,0x00000eceff,0x00000ece92,754,2018-02-20 15:18:29.438439
m3-260,0x00000ecf11,0x00000ecdfd,753,2018-02-20 15:18:29.709976
m3-253,0x00000ecf4e,0x00000ece1e,752,2018-02-20 15:18:30.6243
m3-253,0x00000ecf9b,0x00000ece1e,752,2018-02-20 15:18:31.768455
m3-253,0x00000ecfc8,0x00000ece1e,752,2018-02-20 15:18:32.482431
m3-217,0x00000ecffe,0x00000ecff0,751,2018-02-20 15:18:33.255537
m3-240,0x00000ed022,0x00000ece8e,749,2018-02-20 15:18:33.804662
m3-257,0x00000ed062,0x00000ecf9b,750,2018-02-20 15:18:34.758514
m3-216,0x00000ed08d,0x00000ed068,752,2018-02-20 15:18:35.393452
m3-256,0x00000ed09f,0x00000ecf1d,751,2018-02-20 15:18:35.695737
m3-245,0x00000ed154,0x00000ed04e,753,2018-02-20 15:18:38.37887
m3-233,0x00000ed160,0x00000ed0c0,755,2018-02-20 15:18:38.561696
m3-233,0x00000ed16f,0x00000ed0c0,755,2018-02-20 15:18:38.857512
m3-236,0x00000ed1a3,0x00000ed17e,751,2018-02-20 15:18:39.592272
m3-248,0x00000ed1f0,0x00000ed18c,760,2018-02-20 15:18:40.732432
m3-228,0x00000ed1f4,0x00000ed187,756,2018-02-20 15:18:40.811655
m3-261,0x00000ed21b,0x00000ed038,750,2018-02-20 15:18:41.36204
m3-241,0x00000ed224,0x00000ed0d8,753,2018-02-20 15:18:41.534582
m3-265,0x00000ed22d,0x00000ed08d,750,2018-02-20 15:18:41.647226
m3-229,0x00000ed283,0x00000ed204,755,2018-02-20 15:18:42.965663
m3-212,0x00000ed28d,0x00000ed283,751,2018-02-20 15:18:43.065524
m3-232,0x00000ed2a2,0x00000ed277,757,2018-02-20 15:18:43.3868
m3-253,0x00000ed2b7,0x00000ed245,753,2018-02-20 15:18:43.710776
m3-213,0x00000ed2cb,0x00000ed246,754,2018-02-20 15:18:44.026891
m3-224,0x00000ed2cc,0x00000ed238,748,2018-02-20 15:18:44.100023
m3-253,0x00000ed2db,0x00000ed245,753,2018-02-20 15:18:44.260342
m3-249,0x00000ed2e2,0x00000ed0bc,750,2018-02-20 15:18:44.34906
m3-249,0x00000ed2eb,0x00000ed0bc,750,2018-02-20 15:18:44.495578
m3-237,0x00000ed31a,0x00000ed101,752,2018-02-20 15:18:45.194681
m3-264,0x00000ed354,0x00000ed261,752,2018-02-20 15:18:46.04803
m3-220,0x00000ed372,0x00000ed1e2,752,2018-02-20 15:18:46.503914
m3-252,0x00000ed37e,0x00000ed2ea,749,2018-02-20 15:18:46.679634
m3-260,0x00000ed3a9,0x00000ed319,754,2018-02-20 15:18:47.320595
m3-208,0x00000ed3ac,0x00000ed303,753,2018-02-20 15:18:47.418623
m3-225,0x00000ed3b5,0x00000ed3b1,752,2018-02-20 15:18:47.503277
m3-221,0x00000ed459,0x00000ed38b,754,2018-02-20 15:18:49.997368
m3-209,0x00000ed470,0x00000ed430,757,2018-02-20 15:18:50.2972
m3-244,0x00000ed479,0x00000ed376,755,2018-02-20 15:18:50.507797
m3-240,0x00000ed4cc,0x00000ed420,750,2018-02-20 15:18:51.69878
m3-257,0x00000ed530,0x00000ed3f8,751,2018-02-20 15:18:53.186288
m3-216,0x00000ed537,0x00000ed519,753,2018-02-20 15:18:53.306501
m3-256,0x00000ed540,0x00000ed430,752,2018-02-20 15:18:53.416073
m3-249,0x00000ed549,0x00000ed4bf,751,2018-02-20 15:18:53.587246
m3-217,0x00000ed56f,0x00000ed53c,752,2018-02-20 15:18:54.154172
m3-265,0x00000ed5fe,0x00000ed493,751,2018-02-20 15:18:56.266516
m3-265,0x00000ed607,0x00000ed493,751,2018-02-20 15:18:56.44065
m3-233,0x00000ed60a,0x00000ed59f,756,2018-02-20 15:18:56.53728
m3-224,0x00000ed6ae,0x00000ed66f,749,2018-02-20 15:18:58.955158
m3-245,0x00000ed6c5,0x00000ed456,754,2018-02-20 15:18:59.250689
m3-232,0x00000ed74c,0x00000ed730,758,2018-02-20 15:19:01.266918
m3-228,0x00000ed765,0x00000ed6eb,757,2018-02-20 15:19:01.672117
m3-213,0x00000ed775,0x00000ed724,755,2018-02-20 15:19:01.919505
m3-236,0x00000ed785,0x00000ed702,752,2018-02-20 15:19:02.180222
m3-261,0x00000ed78c,0x00000ed531,751,2018-02-20 15:19:02.289896
m3-253,0x00000ed78e,0x00000ed630,754,2018-02-20 15:19:02.385668
m3-241,0x00000ed795,0x00000ed674,754,2018-02-20 15:19:02.481736
m3-248,0x00000ed79d,0x00000ed671,761,2018-02-20 15:19:02.550929
m3-212,0x00000ed7db,0x00000ed7d8,752,2018-02-20 15:19:03.423703
m3-248,0x00000ed7de,0x00000ed671,761,2018-02-20 15:19:03.493723
m3-264,0x00000ed7f4,0x00000ed6d0,753,2018-02-20 15:19:03.800436
m3-220,0x00000ed81c,0x00000ed65d,753,2018-02-20 15:19:04.406525
m3-229,0x00000ed85f,0x00000ed7fe,756,2018-02-20 15:19:05.421155
m3-244,0x00000ed8c9,0x00000ed7da,756,2018-02-20 15:19:06.989713
m3-256,0x00000ed91a,0x00000ed80a,753,2018-02-20 15:19:08.202
m3-208,0x00000ed91d,0x00000ed8bd,754,2018-02-20 15:19:08.316091
m3-225,0x00000ed926,0x00000ed916,753,2018-02-20 15:19:08.391439
m3-217,0x00000ed952,0x00000ed93d,753,2018-02-20 15:19:09.060966
m3-256,0x00000ed990,0x00000ed80a,753,2018-02-20 15:19:09.968432
m3-252,0x00000ed9b6,0x00000ed93c,750,2018-02-20 15:19:10.543182
m3-260,0x00000ed9e1,0x00000ed909,755,2018-02-20 15:19:11.180711
m3-257,0x00000eda7d,0x00000ed9bf,752,2018-02-20 15:19:13.530748
m3-221,0x00000eda91,0x00000ed9be,755,2018-02-20 15:19:13.875215
m3-224,0x00000eda92,0x00000eda62,750,2018-02-20 15:19:13.943888
m3-209,0x00000edafe,0x00000eda63,758,2018-02-20 15:19:15.46825
m3-216,0x00000edb1e,0x00000edaea,754,2018-02-20 15:19:15.931931
m3-245,0x00000edb6f,0x00000eda0e,755,2018-02-20 15:19:17.140377
m3-240,0x00000edb78,0x00000ed8ec,751,2018-02-20 15:19:17.316208
m3-233,0x00000edb7b,0x00000edb0e,757,2018-02-20 15:19:17.401655
m3-249,0x00000edb81,0x00000ed9cc,752,2018-02-20 15:19:17.51187
m3-229,0x00000edc42,0x00000edbdd,757,2018-02-20 15:19:20.307448
m3-253,0x00000edcd2,0x00000edbc1,755,2018-02-20 15:19:22.466148
m3-228,0x00000edcd6,0x00000edb92,758,2018-02-20 15:19:22.549234
m3-217,0x00000edd47,0x00000edd14,754,2018-02-20 15:19:24.212037
m3-232,0x00000edd65,0x00000edc0e,759,2018-02-20 15:19:24.690699
m3-264,0x00000edd84,0x00000edb63,754,2018-02-20 15:19:25.148399
m3-220,0x00000edd8d,0x00000edc13,754,2018-02-20 15:19:25.273101
m3-213,0x00000eddad,0x00000edcfd,756,2018-02-20 15:19:25.790635
m3-236,0x00000eddbd,0x00000edd10,753,2018-02-20 15:19:25.98077
m3-248,0x00000eddc6,0x00000edcc6,762,2018-02-20 15:19:26.149508
m3-212,0x00000eddd0,0x00000eddce,753,2018-02-20 15:19:26.280149
m3-225,0x00000eddd5,0x00000edd96,754,2018-02-20 15:19:26.369413
m3-252,0x00000ede60,0x00000ede29,751,2018-02-20 15:19:28.42563
m3-208,0x00000ede8e,0x00000ede42,755,2018-02-20 15:19:29.166285
m3-221,0x00000edf3b,0x00000edebd,756,2018-02-20 15:19:31.741533
m3-224,0x00000edf3c,0x00000ede8a,751,2018-02-20 15:19:31.81093
m3-209,0x00000edf52,0x00000edf2d,759,2018-02-20 15:19:32.060515
m3-232,0x00000ee081,0x00000ee070,760,2018-02-20 15:19:36.787939
m3-229,0x00000ee08b,0x00000ee033,758,2018-02-20 15:19:36.863763
m3-237,0x00000ee0a0,0x00000ee012,755,2018-02-20 15:19:37.046552
m3-220,0x00000ee0a9,0x00000ee091,755,2018-02-20 15:19:37.185993
m3-253,0x00000ee0b9,0x00000edfe9,756,2018-02-20 15:19:37.454771
m3-257,0x00000ee0d9,0x00000edfb2,753,2018-02-20 15:19:37.903096
m3-220,0x00000ee170,0x00000ee091,755,2018-02-20 15:19:40.178902
m3-233,0x00000ee1b3,0x00000ee08e,758,2018-02-20 15:19:41.172101
m3-212,0x00000ee243,0x00000ee1e1,754,2018-02-20 15:19:43.354151
m3-228,0x00000ee247,0x00000ee1b9,759,2018-02-20 15:19:43.434377
m3-236,0x00000ee270,0x00000ee247,754,2018-02-20 15:19:44.040043
m3-225,0x00000ee27a,0x00000ee267,755,2018-02-20 15:19:44.149878
m3-217,0x00000ee2a6,0x00000ee294,755,2018-02-20 15:19:44.823768
m3-264,0x00000ee2f5,0x00000ee0ef,755,2018-02-20 15:19:46.006061
m3-213,0x00000ee31e,0x00000ee2f4,757,2018-02-20 15:19:46.653427
m3-221,0x00000ee31f,0x00000ee2a0,757,2018-02-20 15:19:46.722213
m3-208,0x00000ee338,0x00000ee2ac,756,2018-02-20 15:19:47.037413
m3-261,0x00000ee37e,0x00000edb07,752,2018-02-20 15:19:48.065317
m3-248,0x00000ee3f5,0x00000ee2e2,763,2018-02-20 15:19:49.831701
m3-252,0x00000ee498,0x00000ee424,752,2018-02-20 15:19:52.28189
m3-224,0x00000ee4fb,0x00000ee4af,752,2018-02-20 15:19:53.781334
m3-229,0x00000ee54a,0x00000ee4c5,759,2018-02-20 15:19:54.976911
m3-216,0x00000ee55b,0x00000ee545,756,2018-02-20 15:19:55.214748
m3-253,0x00000ee55f,0x00000ee4b0,757,2018-02-20 15:19:55.301136
m3-237,0x00000ee564,0x00000ee457,756,2018-02-20 15:19:55.37647
m3-209,0x00000ee58a,0x00000ee55c,760,2018-02-20 15:19:55.911951
m3-233,0x00000ee596,0x00000ee4e4,759,2018-02-20 15:19:56.102383
m3-232,0x00000ee611,0x00000ee5cd,761,2018-02-20 15:19:57.933085
m3-220,0x00000ee61a,0x00000ee4c9,756,2018-02-20 15:19:58.080269
m3-257,0x00000ee626,0x00000ee588,754,2018-02-20 15:19:58.243688
m3-236,0x00000ee6d8,0x00000ee66b,755,2018-02-20 15:20:00.918578
m3-225,0x00000ee6ed,0x00000ee678,756,2018-02-20 15:20:01.226205
m3-212,0x00000ee708,0x00000ee700,755,2018-02-20 15:20:01.649015
m3-217,0x00000ee750,0x00000ee712,756,2018-02-20 15:20:02.728933
m3-240,0x00000ee761,0x00000ee4e1,753,2018-02-20 15:20:02.984718
m3-264,0x00000ee79f,0x00000ee609,756,2018-02-20 15:20:03.886835
m3-221,0x00000ee7c8,0x00000ee76f,758,2018-02-20 15:20:04.531957
m3-221,0x00000ee7c9,0x00000ee76f,758,2018-02-20 15:20:04.606293
m3-213,0x00000ee7d0,0x00000ee777,758,2018-02-20 15:20:04.694131
m3-248,0x00000ee7d8,0x00000ee6db,764,2018-02-20 15:20:04.788393
m3-228,0x00000ee87f,0x00000ee7e2,760,2018-02-20 15:20:07.295453
m3-208,0x00000ee8a9,0x00000ee856,757,2018-02-20 15:20:07.894142
m3-237,0x00000ee92d,0x00000ee894,757,2018-02-20 15:20:09.882506
m3-240,0x00000ee9b6,0x00000ee921,754,2018-02-20 15:20:11.921984
m3-232,0x00000ee9f4,0x00000ee9c6,762,2018-02-20 15:20:12.845935
m3-220,0x00000ee9fd,0x00000ee975,757,2018-02-20 15:20:13.000333
m3-252,0x00000eea2d,0x00000ee989,753,2018-02-20 15:20:13.722556
m3-216,0x00000eea34,0x00000eea24,757,2018-02-20 15:20:13.809632
m3-229,0x00000eea40,0x00000ee9e3,760,2018-02-20 15:20:13.962805
m3-229,0x00000eea4f,0x00000ee9e3,760,2018-02-20 15:20:14.270379
m3-253,0x00000eead4,0x00000ee9de,758,2018-02-20 15:20:16.217156
m3-224,0x00000eeae4,0x00000eead3,753,2018-02-20 15:20:16.490504
m3-236,0x00000eeaf4,0x00000eeac9,756,2018-02-20 15:20:16.674523
m3-257,0x00000eeafd,0x00000ee9cd,755,2018-02-20 15:20:16.828513
m3-225,0x00000eeb82,0x00000eeb45,757,2018-02-20 15:20:18.813653
m3-209,0x00000eeb93,0x00000eeb7b,761,2018-02-20 15:20:19.073494
m3-257,0x00000eeb97,0x00000ee9cd,755,2018-02-20 15:20:19.142989
m3-213,0x00000eebab,0x00000eeb9c,759,2018-02-20 15:20:19.448643
m3-233,0x00000eebce,0x00000eeaf9,760,2018-02-20 15:20:19.943877
m3-217,0x00000eec27,0x00000eec20,757,2018-02-20 15:20:21.2751
m3-264,0x00000eec49,0x00000eeb12,757,2018-02-20 15:20:21.776621
m3-212,0x00000eec5e,0x00000eec4e,756,2018-02-20 15:20:22.098567
m3-248,0x00000eed29,0x00000eec76,765,2018-02-20 15:20:25.182389
m3-221,0x00000eed39,0x00000eecb1,759,2018-02-20 15:20:25.419657
m3-208,0x00000eed53,0x00000eed38,758,2018-02-20 15:20:25.798307
m3-228,0x00000eedf0,0x00000eed54,761,2018-02-20 15:20:28.150918
m3-232,0x00000eeeb3,0x00000eedca,763,2018-02-20 15:20:31.044669
