node,destination,asn,iana_6top_cmd,requested_cell,experiment_id,time
m3-346,m3-358,0x0000004cdf,1,1,1,2018-05-10 12:53:54.931039
m3-306,m3-318,0x0000004cf1,6,0,1,2018-05-10 12:53:55.197404
m3-350,m3-355,0x0000004da4,1,1,1,2018-05-10 12:53:57.904302
m3-326,m3-346,0x0000004da4,1,3,1,2018-05-10 12:53:57.910473
m3-310,m3-325,0x0000004e6b,1,1,1,2018-05-10 12:54:00.852729
m3-325,m3-318,0x0000004f32,1,1,1,2018-05-10 12:54:03.835001
m3-335,m3-334,0x0000004f3a,1,3,1,2018-05-10 12:54:03.951608
m3-310,m3-325,0x0000004ff9,1,1,1,2018-05-10 12:54:06.827446
m3-326,m3-346,0x0000004ff9,1,3,1,2018-05-10 12:54:06.832652
m3-335,m3-334,0x0000005001,6,0,1,2018-05-10 12:54:06.939382
m3-343,m3-338,0x0000005009,6,0,1,2018-05-10 12:54:07.064472
m3-305,m3-306,0x000000500d,1,1,1,2018-05-10 12:54:07.111261
m3-318,m3-326,0x000000509d,6,0,1,2018-05-10 12:54:09.274154
m3-305,m3-306,0x00000050b3,6,0,1,2018-05-10 12:54:09.617535
m3-335,m3-334,0x0000005187,1,3,1,2018-05-10 12:54:12.832559
m3-325,m3-318,0x0000005187,1,1,1,2018-05-10 12:54:12.842986
m3-302,m3-306,0x0000005187,1,1,1,2018-05-10 12:54:12.844782
m3-355,m3-343,0x0000005187,1,2,1,2018-05-10 12:54:12.845873
m3-326,m3-346,0x000000524e,1,3,1,2018-05-10 12:54:15.796034
m3-325,m3-318,0x000000524e,1,1,1,2018-05-10 12:54:15.813494
m3-318,m3-346,0x0000005256,1,3,1,2018-05-10 12:54:15.879597
m3-305,m3-317,0x0000005262,1,3,1,2018-05-10 12:54:16.061791
m3-334,m3-335,0x0000005315,1,1,1,2018-05-10 12:54:18.75816
m3-302,m3-306,0x0000005315,1,1,1,2018-05-10 12:54:18.760634
m3-325,m3-318,0x00000053dc,1,1,1,2018-05-10 12:54:21.761391
m3-335,m3-334,0x00000053dc,1,3,1,2018-05-10 12:54:21.785485
m3-299,m3-306,0x00000053dc,1,1,1,2018-05-10 12:54:21.795618
m3-302,m3-306,0x00000053dc,1,1,1,2018-05-10 12:54:21.800407
m3-326,m3-346,0x00000053dc,1,3,1,2018-05-10 12:54:21.802757
m3-343,m3-351,0x00000053dc,1,2,1,2018-05-10 12:54:21.830685
m3-318,m3-346,0x00000053e4,1,3,1,2018-05-10 12:54:21.84736
m3-313,m3-329,0x00000054ab,1,1,1,2018-05-10 12:54:24.816394
m3-351,m3-358,0x00000054b6,1,2,1,2018-05-10 12:54:25.000067
m3-305,m3-317,0x00000054b7,1,3,1,2018-05-10 12:54:25.005333
m3-354,m3-358,0x000000556a,1,1,1,2018-05-10 12:54:27.744105
m3-299,m3-306,0x000000556a,1,1,1,2018-05-10 12:54:27.748206
m3-334,m3-335,0x000000556a,1,1,1,2018-05-10 12:54:27.757511
m3-334,m3-335,0x0000005631,1,1,1,2018-05-10 12:54:30.69266
m3-326,m3-346,0x0000005631,1,3,1,2018-05-10 12:54:30.692686
m3-313,m3-329,0x0000005639,1,1,1,2018-05-10 12:54:30.789918
m3-306,m3-318,0x0000005645,6,0,1,2018-05-10 12:54:30.971651
m3-306,m3-318,0x000000570c,1,3,1,2018-05-10 12:54:33.972203
m3-354,m3-335,0x000000575d,6,0,1,2018-05-10 12:54:35.148717
m3-313,m3-329,0x00000057c7,1,1,1,2018-05-10 12:54:36.744717
m3-306,m3-318,0x00000057d3,1,3,1,2018-05-10 12:54:36.945879
m3-325,m3-318,0x0000005886,1,1,1,2018-05-10 12:54:39.616069
m3-334,m3-335,0x000000594d,1,1,1,2018-05-10 12:54:42.608665
m3-326,m3-346,0x000000594d,1,3,1,2018-05-10 12:54:42.611557
m3-334,m3-335,0x0000005a14,6,0,1,2018-05-10 12:54:45.619097
m3-325,m3-318,0x0000005a14,1,1,1,2018-05-10 12:54:45.638599
m3-335,m3-334,0x0000005a14,1,3,1,2018-05-10 12:54:45.653673
m3-306,m3-318,0x0000005a28,1,3,1,2018-05-10 12:54:45.888326
m3-326,m3-346,0x0000005adb,1,3,1,2018-05-10 12:54:48.576904
m3-301,m3-314,0x0000005adb,1,2,1,2018-05-10 12:54:48.588584
m3-313,m3-329,0x0000005ae3,1,1,1,2018-05-10 12:54:48.681036
m3-325,m3-318,0x0000005ba2,1,1,1,2018-05-10 12:54:51.548356
m3-301,m3-314,0x0000005ba2,1,2,1,2018-05-10 12:54:51.55264
m3-334,m3-335,0x0000005c69,6,0,1,2018-05-10 12:54:54.539407
m3-326,m3-346,0x0000005d30,1,3,1,2018-05-10 12:54:57.567216
m3-335,m3-334,0x0000005d30,1,2,1,2018-05-10 12:54:57.581358
m3-334,m3-335,0x0000005d30,1,1,1,2018-05-10 12:54:57.583023
m3-338,m3-321,0x0000005d30,1,1,1,2018-05-10 12:54:57.588029
m3-325,m3-318,0x0000005d30,1,1,1,2018-05-10 12:54:57.594729
m3-309,m3-301,0x0000005d30,1,1,1,2018-05-10 12:54:57.620886
m3-301,m3-314,0x0000005d30,1,2,1,2018-05-10 12:54:57.624032
m3-306,m3-318,0x0000005d44,1,3,1,2018-05-10 12:54:57.801402
m3-325,m3-318,0x0000005df7,1,1,1,2018-05-10 12:55:00.485908
m3-306,m3-318,0x0000005ed2,1,3,1,2018-05-10 12:55:03.786596
m3-301,m3-314,0x0000005f85,1,2,1,2018-05-10 12:55:06.461575
m3-338,m3-321,0x0000005f85,1,1,1,2018-05-10 12:55:06.465788
m3-318,m3-326,0x0000005fa7,6,0,1,2018-05-10 12:55:06.962544
m3-301,m3-305,0x0000006019,6,0,1,2018-05-10 12:55:08.705619
m3-322,m3-346,0x000000604c,1,1,1,2018-05-10 12:55:09.435111
m3-302,m3-305,0x0000006113,1,1,1,2018-05-10 12:55:12.442633
m3-326,m3-346,0x0000006113,1,3,1,2018-05-10 12:55:12.456774
m3-338,m3-321,0x0000006113,1,1,1,2018-05-10 12:55:12.464709
m3-306,m3-318,0x0000006127,1,3,1,2018-05-10 12:55:12.71702
m3-301,m3-314,0x00000061da,1,2,1,2018-05-10 12:55:15.404875
m3-322,m3-347,0x00000062a1,1,1,1,2018-05-10 12:55:18.425584
m3-310,m3-318,0x00000062a1,1,1,1,2018-05-10 12:55:18.454877
m3-302,m3-305,0x00000062a1,1,1,1,2018-05-10 12:55:18.456529
m3-326,m3-346,0x00000062a1,1,3,1,2018-05-10 12:55:18.456557
m3-335,m3-334,0x00000062a1,1,2,1,2018-05-10 12:55:18.467016
m3-346,m3-358,0x000000636a,1,3,1,2018-05-10 12:55:21.391526
m3-322,m3-347,0x000000642f,1,1,1,2018-05-10 12:55:24.374902
m3-334,m3-335,0x000000642f,1,3,1,2018-05-10 12:55:24.387426
m3-338,m3-321,0x000000642f,1,1,1,2018-05-10 12:55:24.396805
