node,new_parent,asn,time
m3-249,m3-245,0x000012b742,2018-02-20 15:22:26.391113
m3-245,m3-212,0x000012bd7a,2018-02-20 15:22:50.206641
m3-212,m3-207,0x000012bdde,2018-02-20 15:22:51.675778
m3-245,m3-228,0x000012be2c,2018-02-20 15:22:52.782793
m3-260,m3-264,0x000012c3cf,2018-02-20 15:23:14.403905
m3-260,m3-240,0x000012c3cf,2018-02-20 15:23:14.479435
m3-240,m3-228,0x000012cac7,2018-02-20 15:23:41.3075
m3-260,m3-261,0x000012cb63,2018-02-20 15:23:43.653927
m3-260,m3-232,0x000012cc26,2018-02-20 15:23:46.40761
m3-236,m3-240,0x000012ce03,2018-02-20 15:23:53.753332
m3-236,m3-244,0x000012ce03,2018-02-20 15:23:53.854038
m3-245,m3-212,0x000012d03b,2018-02-20 15:24:02.138242
m3-240,m3-216,0x000012d22d,2018-02-20 15:24:09.518223
m3-249,m3-228,0x000012d2d4,2018-02-20 15:24:12.189335
m3-249,m3-232,0x000012d2d4,2018-02-20 15:24:12.263318
m3-249,m3-241,0x000012d2d4,2018-02-20 15:24:12.338199
m3-264,m3-212,0x000012dff8,2018-02-20 15:25:02.516108
m3-264,m3-229,0x000012e281,2018-02-20 15:25:12.22224
m3-265,m3-256,0x000012eea5,2018-02-20 15:25:58.848893
m3-253,m3-244,0x000012ef53,2018-02-20 15:26:01.38621
m3-256,m3-232,0x000012efcf,2018-02-20 15:26:03.26172
m3-260,m3-220,0x000012f146,2018-02-20 15:26:08.805673
m3-264,m3-232,0x000012f19d,2018-02-20 15:26:10.163928
m3-236,m3-225,0x000012f7e0,2018-02-20 15:26:34.128915
m3-260,m3-232,0x0000130a24,2018-02-20 15:27:44.20044
m3-260,m3-228,0x0000131ebc,2018-02-20 15:29:03.176646
m3-260,m3-232,0x000013721c,2018-02-20 15:34:23.113779
m3-260,m3-228,0x000013a9b1,2018-02-20 15:37:56.26679
m3-260,m3-212,0x000014185e,2018-02-20 15:45:00.973904
m3-260,m3-220,0x0000142fb0,2018-02-20 15:46:30.356547
m3-260,m3-253,0x00001477fb,2018-02-20 15:51:07.47054
m3-244,m3-212,0x0000148835,2018-02-20 15:52:09.829204
m3-260,m3-212,0x0000149a47,2018-02-20 15:53:19.113089
m3-260,m3-244,0x000014a8bd,2018-02-20 15:54:14.543715
m3-260,m3-228,0x000014b2c4,2018-02-20 15:54:53.052829
m3-260,m3-240,0x000014b7e4,2018-02-20 15:55:12.809401
m3-261,m3-240,0x000014bffb,2018-02-20 15:55:43.747222
m3-261,m3-264,0x000014d415,2018-02-20 15:57:00.920805
m3-252,m3-212,0x00001617f4,2018-02-20 16:17:43.270032
m3-252,m3-244,0x0000163299,2018-02-20 16:19:25.275303
m3-264,m3-244,0x000016426b,2018-02-20 16:20:26.110648
m3-244,m3-216,0x00001765d4,2018-02-20 16:39:03.81212
m3-244,m3-212,0x000018e144,2018-02-20 17:03:19.294267
m3-264,m3-212,0x0000190c68,2018-02-20 17:06:04.789224
m3-264,m3-224,0x0000190d46,2018-02-20 17:06:08.039126
m3-264,m3-244,0x0000191c62,2018-02-20 17:07:06.199022
m3-261,m3-257,0x0000192af0,2018-02-20 17:08:02.025483
m3-261,m3-260,0x0000193299,2018-02-20 17:08:31.281877
m3-261,m3-256,0x0000193506,2018-02-20 17:08:40.487919
m3-256,m3-228,0x000019c299,2018-02-20 17:17:43.609246
m3-256,m3-240,0x000019c2f9,2018-02-20 17:17:44.96778
m3-256,m3-228,0x00001bebf8,2018-02-20 17:53:06.248139
m3-265,m3-264,0x00001bf993,2018-02-20 17:53:58.450207
m3-256,m3-232,0x00001bfc45,2018-02-20 17:54:08.697351
m3-261,m3-264,0x00001c0047,2018-02-20 17:54:24.144857
m3-249,m3-232,0x00001c2230,2018-02-20 17:56:34.277841
m3-240,m3-212,0x00001c3d4c,2018-02-20 17:58:18.312936
m3-249,m3-240,0x00001c7d55,2018-02-20 18:02:23.905001
m3-249,m3-241,0x00001c84fe,2018-02-20 18:02:53.171681
m3-249,m3-260,0x00001c84fe,2018-02-20 18:02:53.262724
m3-249,m3-253,0x00001c87a2,2018-02-20 18:03:03.325155
m3-240,m3-220,0x00001ce040,2018-02-20 18:08:43.393857
m3-264,m3-212,0x00001cfb43,2018-02-20 18:10:26.879275
m3-244,m3-225,0x00001d098c,2018-02-20 18:11:21.719836
m3-264,m3-240,0x00001d0b33,2018-02-20 18:11:28.059416
