node,destination,asn,iana_6top_cmd,requested_cell,time
m3-212,m3-207,0x00000ace90,1,3,2018-02-20 13:12:59.989348
m3-245,m3-212,0x00000acf57,1,1,2018-02-20 13:13:02.916038
m3-212,m3-207,0x00000acf57,1,3,2018-02-20 13:13:02.931544
m3-240,m3-216,0x00000ad007,1,3,2018-02-20 13:13:05.536055
m3-245,m3-212,0x00000ad0e5,1,1,2018-02-20 13:13:08.868775
m3-240,m3-216,0x00000ad1a9,1,2,2018-02-20 13:13:11.796388
m3-216,m3-209,0x00000ad1a9,1,2,2018-02-20 13:13:11.799234
m3-232,m3-216,0x00000ad269,1,3,2018-02-20 13:13:14.699727
m3-212,m3-207,0x00000ad273,1,3,2018-02-20 13:13:14.875313
m3-216,m3-209,0x00000ad337,1,2,2018-02-20 13:13:17.751417
m3-232,m3-212,0x00000ad361,6,0,2018-02-20 13:13:18.380474
m3-232,m3-216,0x00000ad3ea,1,3,2018-02-20 13:13:20.435807
m3-212,m3-207,0x00000ad401,1,3,2018-02-20 13:13:20.808812
m3-216,m3-209,0x00000ad4c5,1,3,2018-02-20 13:13:23.73812
m3-209,m3-207,0x00000ad58e,1,2,2018-02-20 13:13:26.738507
m3-212,m3-207,0x00000ad58f,1,3,2018-02-20 13:13:26.775708
m3-232,m3-216,0x00000ad63f,1,3,2018-02-20 13:13:29.385249
m3-264,m3-212,0x00000ad643,1,3,2018-02-20 13:13:29.43424
m3-216,m3-209,0x00000ad653,1,1,2018-02-20 13:13:29.697707
m3-209,m3-207,0x00000ad655,1,1,2018-02-20 13:13:29.741214
m3-245,m3-212,0x00000ad656,1,1,2018-02-20 13:13:29.767747
m3-232,m3-216,0x00000ad706,1,3,2018-02-20 13:13:32.380451
m3-240,m3-212,0x00000ad774,6,0,2018-02-20 13:13:34.008595
m3-264,m3-212,0x00000ad95f,1,3,2018-02-20 13:13:41.379214
m3-212,m3-207,0x00000ad972,1,3,2018-02-20 13:13:41.781132
m3-216,m3-209,0x00000ada36,1,1,2018-02-20 13:13:44.603165
m3-264,m3-212,0x00000adaed,1,3,2018-02-20 13:13:47.329566
m3-209,m3-207,0x00000adaff,1,1,2018-02-20 13:13:47.62446
m3-245,m3-212,0x00000adbc7,1,1,2018-02-20 13:13:50.617861
m3-245,m3-212,0x00000adc8e,1,1,2018-02-20 13:13:53.591582
m3-264,m3-212,0x00000add42,1,3,2018-02-20 13:13:56.27161
m3-240,m3-216,0x00000ade19,1,2,2018-02-20 13:13:59.506731
m3-240,m3-216,0x00000adeda,6,0,2018-02-20 13:14:02.413325
m3-216,m3-209,0x00000adee0,1,2,2018-02-20 13:14:02.477758
m3-232,m3-216,0x00000adf93,1,3,2018-02-20 13:14:05.157015
m3-216,m3-209,0x00000adfa7,1,1,2018-02-20 13:14:05.459961
m3-209,m3-207,0x00000adfa9,1,1,2018-02-20 13:14:05.489938
m3-216,m3-209,0x00000ae06e,1,1,2018-02-20 13:14:08.440446
m3-209,m3-207,0x00000ae070,1,1,2018-02-20 13:14:08.470668
m3-216,m3-209,0x00000ae1fc,6,0,2018-02-20 13:14:14.41153
m3-216,m3-209,0x00000ae2c3,1,1,2018-02-20 13:14:17.381274
m3-216,m3-209,0x00000ae38a,1,1,2018-02-20 13:14:20.360611
m3-257,m3-264,0x00000ae41a,6,0,2018-02-20 13:14:22.521644
m3-216,m3-209,0x00000ae451,6,0,2018-02-20 13:14:23.347724
m3-257,m3-265,0x00000ae508,1,3,2018-02-20 13:14:26.126352
m3-216,m3-209,0x00000ae518,1,3,2018-02-20 13:14:26.335359
m3-241,m3-212,0x00000ae5cb,1,1,2018-02-20 13:14:29.013392
m3-257,m3-265,0x00000ae5d8,1,1,2018-02-20 13:14:29.206679
m3-240,m3-216,0x00000ae641,6,0,2018-02-20 13:14:30.781346
m3-264,m3-245,0x00000ae696,1,3,2018-02-20 13:14:32.063319
m3-257,m3-265,0x00000ae69f,1,1,2018-02-20 13:14:32.196059
m3-241,m3-232,0x00000ae72b,6,0,2018-02-20 13:14:34.276007
m3-256,m3-240,0x00000ae759,1,2,2018-02-20 13:14:34.985827
m3-257,m3-265,0x00000ae766,1,1,2018-02-20 13:14:35.157678
m3-216,m3-209,0x00000ae76d,1,3,2018-02-20 13:14:35.276255
m3-241,m3-212,0x00000ae820,1,1,2018-02-20 13:14:37.96653
m3-256,m3-240,0x00000ae820,1,2,2018-02-20 13:14:37.977446
m3-265,m3-264,0x00000ae82d,1,3,2018-02-20 13:14:38.166423
m3-216,m3-209,0x00000ae834,6,0,2018-02-20 13:14:38.245835
m3-212,m3-207,0x00000ae837,1,3,2018-02-20 13:14:38.436088
m3-241,m3-212,0x00000ae9ae,1,1,2018-02-20 13:14:43.913257
m3-212,m3-207,0x00000ae9c5,1,3,2018-02-20 13:14:44.277417
m3-232,m3-216,0x00000aea75,1,3,2018-02-20 13:14:46.909342
m3-264,m3-245,0x00000aea79,1,3,2018-02-20 13:14:46.959633
m3-216,m3-209,0x00000aea89,1,3,2018-02-20 13:14:47.203215
m3-256,m3-264,0x00000aeaba,6,0,2018-02-20 13:14:47.937941
m3-257,m3-265,0x00000aeb8e,6,0,2018-02-20 13:14:51.11953
m3-241,m3-212,0x00000aec03,1,1,2018-02-20 13:14:52.865339
m3-232,m3-216,0x00000aecca,1,3,2018-02-20 13:14:55.849821
m3-216,m3-209,0x00000aecde,1,3,2018-02-20 13:14:56.138217
m3-240,m3-216,0x00000aeda8,6,0,2018-02-20 13:14:59.229658
m3-241,m3-212,0x00000aee58,1,1,2018-02-20 13:15:01.807364
m3-257,m3-236,0x00000aee5c,1,3,2018-02-20 13:15:01.865239
m3-212,m3-207,0x00000aee6f,1,3,2018-02-20 13:15:02.285082
m3-216,m3-209,0x00000aeffa,1,3,2018-02-20 13:15:08.078665
m3-241,m3-212,0x00000af0ad,1,1,2018-02-20 13:15:10.762069
m3-257,m3-236,0x00000af0b1,1,3,2018-02-20 13:15:10.82421
m3-256,m3-240,0x00000af174,1,2,2018-02-20 13:15:13.749541
m3-264,m3-245,0x00000af178,1,3,2018-02-20 13:15:13.811553
m3-216,m3-209,0x00000af180,1,3,2018-02-20 13:15:13.97726
m3-241,m3-212,0x00000af302,1,1,2018-02-20 13:15:19.714629
m3-256,m3-240,0x00000af302,1,2,2018-02-20 13:15:19.720614
m3-264,m3-245,0x00000af3cd,1,3,2018-02-20 13:15:22.756208
m3-240,m3-212,0x00000af557,1,2,2018-02-20 13:15:28.653899
m3-241,m3-212,0x00000af557,1,1,2018-02-20 13:15:28.657502
m3-212,m3-207,0x00000af56e,1,3,2018-02-20 13:15:29.032666
m3-253,m3-244,0x00000af6e5,1,1,2018-02-20 13:15:34.608925
m3-244,m3-212,0x00000af7ac,1,1,2018-02-20 13:15:37.594081
m3-212,m3-207,0x00000af7c3,1,3,2018-02-20 13:15:38.190171
m3-253,m3-257,0x00000af820,6,0,2018-02-20 13:15:39.331127
m3-241,m3-212,0x00000af873,1,1,2018-02-20 13:15:40.580159
m3-212,m3-207,0x00000af88a,6,0,2018-02-20 13:15:40.949074
m3-241,m3-212,0x00000af93a,1,1,2018-02-20 13:15:43.558873
m3-212,m3-207,0x00000af951,6,0,2018-02-20 13:15:43.931721
m3-256,m3-264,0x00000af984,6,0,2018-02-20 13:15:44.681921
m3-264,m3-232,0x00000afa0d,6,0,2018-02-20 13:15:46.717535
m3-240,m3-212,0x00000afac8,1,2,2018-02-20 13:15:49.522532
m3-212,m3-207,0x00000afba6,6,0,2018-02-20 13:15:52.861475
m3-241,m3-212,0x00000afc56,1,1,2018-02-20 13:15:55.488608
m3-264,m3-245,0x00000afc5a,1,3,2018-02-20 13:15:55.533106
m3-241,m3-212,0x00000afde4,1,1,2018-02-20 13:16:01.445836
m3-232,m3-216,0x00000afeab,1,3,2018-02-20 13:16:04.436469
m3-257,m3-248,0x00000afeaf,1,3,2018-02-20 13:16:04.485963
m3-244,m3-212,0x00000aff72,1,1,2018-02-20 13:16:07.42331
m3-232,m3-216,0x00000aff72,6,0,2018-02-20 13:16:07.442098
m3-248,m3-228,0x00000aff7e,1,3,2018-02-20 13:16:07.604083
m3-257,m3-248,0x00000aff7e,1,1,2018-02-20 13:16:07.617087
m3-253,m3-257,0x00000affb1,6,0,2018-02-20 13:16:08.362382
m3-241,m3-212,0x00000b0039,1,1,2018-02-20 13:16:10.435248
m3-244,m3-212,0x00000b0039,1,1,2018-02-20 13:16:10.438784
m3-240,m3-212,0x00000b0039,1,2,2018-02-20 13:16:10.443585
m3-248,m3-228,0x00000b0045,1,3,2018-02-20 13:16:10.574298
m3-248,m3-228,0x00000b010c,1,3,2018-02-20 13:16:13.547524
m3-212,m3-209,0x00000b0117,1,3,2018-02-20 13:16:13.746907
m3-264,m3-232,0x00000b019b,6,0,2018-02-20 13:16:15.705951
m3-232,m3-216,0x00000b01c0,6,0,2018-02-20 13:16:16.251594
m3-261,m3-260,0x00000b01c7,1,1,2018-02-20 13:16:16.359771
m3-264,m3-245,0x00000b01cb,1,3,2018-02-20 13:16:16.411049
m3-257,m3-264,0x00000b01eb,6,0,2018-02-20 13:16:16.893137
m3-212,m3-207,0x00000b0261,6,0,2018-02-20 13:16:18.726149
m3-260,m3-240,0x00000b028e,1,1,2018-02-20 13:16:19.336671
m3-261,m3-257,0x00000b0343,6,0,2018-02-20 13:16:22.036924
m3-240,m3-212,0x00000b0355,1,2,2018-02-20 13:16:22.322695
m3-232,m3-216,0x00000b0355,6,0,2018-02-20 13:16:22.332766
m3-264,m3-245,0x00000b0359,1,3,2018-02-20 13:16:22.393579
m3-257,m3-248,0x00000b0428,1,1,2018-02-20 13:16:25.480291
m3-245,m3-212,0x00000b0433,1,3,2018-02-20 13:16:25.68684
m3-232,m3-216,0x00000b04e3,1,1,2018-02-20 13:16:28.285526
m3-248,m3-228,0x00000b05b6,1,3,2018-02-20 13:16:31.462857
m3-264,m3-245,0x00000b0675,1,3,2018-02-20 13:16:34.310005
m3-264,m3-245,0x00000b073c,6,0,2018-02-20 13:16:37.287258
m3-253,m3-257,0x00000b0743,6,0,2018-02-20 13:16:37.403823
m3-209,m3-207,0x00000b074e,2,2,2018-02-20 13:16:37.554008
m3-212,m3-209,0x00000b074f,1,3,2018-02-20 13:16:37.598179
m3-260,m3-240,0x00000b07ff,1,1,2018-02-20 13:16:40.217562
m3-264,m3-245,0x00000b0803,1,3,2018-02-20 13:16:40.269009
m3-217,m3-207,0x00000b080a,1,2,2018-02-20 13:16:40.393881
m3-248,m3-228,0x00000b080b,1,3,2018-02-20 13:16:40.421111
m3-209,m3-207,0x00000b0815,1,2,2018-02-20 13:16:40.534622
m3-264,m3-245,0x00000b08ca,1,3,2018-02-20 13:16:43.252078
m3-217,m3-207,0x00000b08d1,6,0,2018-02-20 13:16:43.362364
m3-257,m3-264,0x00000b0960,6,0,2018-02-20 13:16:45.515963
m3-217,m3-207,0x00000b0998,1,2,2018-02-20 13:16:46.334933
m3-212,m3-207,0x00000b0a05,6,0,2018-02-20 13:16:47.970499
m3-264,m3-245,0x00000b0a58,1,3,2018-02-20 13:16:49.205893
m3-212,m3-209,0x00000b0a6b,1,3,2018-02-20 13:16:49.533701
m3-261,m3-257,0x00000b0aec,6,0,2018-02-20 13:16:51.43206
m3-244,m3-212,0x00000b0b1b,1,1,2018-02-20 13:16:52.171074
m3-241,m3-245,0x00000b0b1b,1,1,2018-02-20 13:16:52.181302
m3-240,m3-212,0x00000b0b1b,1,2,2018-02-20 13:16:52.186979
m3-245,m3-212,0x00000b0b32,1,3,2018-02-20 13:16:52.515056
m3-212,m3-209,0x00000b0b32,6,0,2018-02-20 13:16:52.526955
m3-245,m3-212,0x00000b0bf9,1,3,2018-02-20 13:16:55.481692
m3-264,m3-245,0x00000b0cad,1,3,2018-02-20 13:16:58.155542
m3-264,m3-245,0x00000b0d74,6,0,2018-02-20 13:17:01.144958
m3-245,m3-212,0x00000b0d87,1,3,2018-02-20 13:17:01.450216
m3-248,m3-228,0x00000b0e43,1,3,2018-02-20 13:17:04.246967
m3-212,m3-209,0x00000b0f15,1,3,2018-02-20 13:17:07.431818
m3-241,m3-245,0x00000b0fc5,1,1,2018-02-20 13:17:10.049486
m3-248,m3-228,0x00000b0fd1,1,1,2018-02-20 13:17:10.218094
m3-228,m3-225,0x00000b0fd2,1,2,2018-02-20 13:17:10.230877
m3-245,m3-212,0x00000b0fdc,1,3,2018-02-20 13:17:10.389021
m3-241,m3-245,0x00000b108c,1,1,2018-02-20 13:17:13.012558
m3-240,m3-212,0x00000b108c,1,2,2018-02-20 13:17:13.0336
m3-248,m3-228,0x00000b1098,1,1,2018-02-20 13:17:13.186885
m3-257,m3-264,0x00000b10d4,6,0,2018-02-20 13:17:14.081263
m3-260,m3-240,0x00000b1153,1,1,2018-02-20 13:17:15.99254
m3-217,m3-207,0x00000b115e,1,2,2018-02-20 13:17:16.149401
m3-225,m3-212,0x00000b1160,1,2,2018-02-20 13:17:16.188635
m3-245,m3-212,0x00000b116a,1,3,2018-02-20 13:17:16.366885
m3-212,m3-209,0x00000b116a,1,3,2018-02-20 13:17:16.409385
m3-244,m3-212,0x00000b121a,1,1,2018-02-20 13:17:18.970352
m3-261,m3-257,0x00000b1295,6,0,2018-02-20 13:17:20.879905
m3-264,m3-245,0x00000b12e1,6,0,2018-02-20 13:17:21.95609
m3-228,m3-225,0x00000b12ee,1,1,2018-02-20 13:17:22.171132
m3-257,m3-248,0x00000b12f0,2,2,2018-02-20 13:17:22.189028
m3-257,m3-248,0x00000b13a8,1,1,2018-02-20 13:17:24.937932
m3-248,m3-228,0x00000b13ab,2,2,2018-02-20 13:17:24.977454
m3-217,m3-212,0x00000b145b,6,0,2018-02-20 13:17:27.616414
m3-240,m3-212,0x00000b146f,1,2,2018-02-20 13:17:27.920074
m3-248,m3-228,0x00000b1472,2,2,2018-02-20 13:17:27.951534
m3-225,m3-212,0x00000b147c,1,2,2018-02-20 13:17:28.095027
m3-248,m3-228,0x00000b1536,1,1,2018-02-20 13:17:30.924698
m3-264,m3-245,0x00000b1536,1,2,2018-02-20 13:17:30.926269
m3-212,m3-209,0x00000b154d,6,0,2018-02-20 13:17:31.275799
m3-257,m3-248,0x00000b15fd,1,1,2018-02-20 13:17:33.917472
m3-248,m3-228,0x00000b15fd,1,1,2018-02-20 13:17:33.92245
m3-264,m3-245,0x00000b16c4,1,2,2018-02-20 13:17:36.8748
m3-248,m3-228,0x00000b178b,1,1,2018-02-20 13:17:39.845374
m3-212,m3-209,0x00000b17a2,1,3,2018-02-20 13:17:40.219054
m3-264,m3-245,0x00000b1852,1,2,2018-02-20 13:17:42.855304
m3-212,m3-209,0x00000b1869,1,3,2018-02-20 13:17:43.201855
m3-241,m3-245,0x00000b1919,1,1,2018-02-20 13:17:45.846717
m3-260,m3-240,0x00000b1919,1,1,2018-02-20 13:17:45.851883
m3-257,m3-248,0x00000b19e0,1,1,2018-02-20 13:17:48.800176
m3-248,m3-228,0x00000b1aa7,1,1,2018-02-20 13:17:51.769712
m3-228,m3-225,0x00000b1b7b,1,1,2018-02-20 13:17:54.947913
m3-245,m3-212,0x00000b1b85,1,1,2018-02-20 13:17:55.124002
m3-212,m3-209,0x00000b1b85,1,3,2018-02-20 13:17:55.157285
m3-244,m3-212,0x00000b1c35,1,1,2018-02-20 13:17:57.750678
m3-245,m3-212,0x00000b1d13,1,1,2018-02-20 13:18:01.092445
m3-225,m3-212,0x00000b1dd0,1,3,2018-02-20 13:18:03.908879
m3-240,m3-212,0x00000b1e8a,1,2,2018-02-20 13:18:06.68904
m3-264,m3-245,0x00000b1f51,1,2,2018-02-20 13:18:09.690402
m3-260,m3-240,0x00000b2018,1,1,2018-02-20 13:18:12.656511
m3-264,m3-245,0x00000b21a6,1,2,2018-02-20 13:18:18.621422
m3-233,m3-216,0x00000b21a6,1,1,2018-02-20 13:18:18.637518
m3-240,m3-212,0x00000b21a6,1,2,2018-02-20 13:18:18.649085
m3-245,m3-212,0x00000b21bd,1,1,2018-02-20 13:18:18.972645
m3-240,m3-212,0x00000b226d,1,2,2018-02-20 13:18:21.595566
m3-240,m3-212,0x00000b2334,6,0,2018-02-20 13:18:24.597245
m3-244,m3-212,0x00000b2334,1,1,2018-02-20 13:18:24.60734
m3-233,m3-225,0x00000b23e6,6,0,2018-02-20 13:18:27.23985
m3-264,m3-245,0x00000b24c2,1,2,2018-02-20 13:18:30.548204
m3-233,m3-216,0x00000b24c2,1,1,2018-02-20 13:18:30.554131
m3-212,m3-209,0x00000b24d9,1,3,2018-02-20 13:18:30.886779
m3-260,m3-240,0x00000b2589,1,1,2018-02-20 13:18:33.547461
m3-233,m3-216,0x00000b2589,1,1,2018-02-20 13:18:33.557407
m3-240,m3-212,0x00000b2589,1,3,2018-02-20 13:18:33.562551
m3-212,m3-209,0x00000b25a0,1,3,2018-02-20 13:18:33.892889
m3-264,m3-245,0x00000b2650,1,2,2018-02-20 13:18:36.510492
m3-212,m3-209,0x00000b272e,6,0,2018-02-20 13:18:39.848695
m3-240,m3-212,0x00000b27de,1,3,2018-02-20 13:18:42.470874
m3-233,m3-216,0x00000b27de,1,1,2018-02-20 13:18:42.47678
m3-240,m3-212,0x00000b28a5,1,3,2018-02-20 13:18:45.451797
m3-245,m3-212,0x00000b28bc,1,1,2018-02-20 13:18:45.814541
m3-244,m3-212,0x00000b296c,1,1,2018-02-20 13:18:48.430577
m3-240,m3-212,0x00000b296c,1,3,2018-02-20 13:18:48.437572
m3-225,m3-212,0x00000b2979,1,2,2018-02-20 13:18:48.623346
m3-212,m3-209,0x00000b2983,6,0,2018-02-20 13:18:48.798012
m3-233,m3-216,0x00000b2afa,1,1,2018-02-20 13:18:54.37806
m3-260,m3-240,0x00000b2afa,1,1,2018-02-20 13:18:54.418421
m3-240,m3-212,0x00000b2bc1,1,3,2018-02-20 13:18:57.380076
m3-233,m3-216,0x00000b2c88,1,1,2018-02-20 13:19:00.357922
m3-216,m3-209,0x00000b2d5b,1,1,2018-02-20 13:19:03.522513
m3-212,m3-209,0x00000b2d66,6,0,2018-02-20 13:19:03.697993
m3-240,m3-212,0x00000b2e16,1,3,2018-02-20 13:19:06.318632
m3-212,m3-209,0x00000b2e2d,6,0,2018-02-20 13:19:06.677055
m3-264,m3-245,0x00000b2edd,1,2,2018-02-20 13:19:09.308247
m3-244,m3-212,0x00000b2edd,1,1,2018-02-20 13:19:09.312053
m3-212,m3-207,0x00000b3035,6,0,2018-02-20 13:19:14.472514
m3-244,m3-212,0x00000b306b,1,1,2018-02-20 13:19:15.261522
m3-245,m3-212,0x00000b3082,1,1,2018-02-20 13:19:15.624207
m3-212,m3-209,0x00000b3082,6,0,2018-02-20 13:19:15.62823
m3-244,m3-212,0x00000b3132,1,1,2018-02-20 13:19:18.273328
m3-260,m3-228,0x00000b3132,1,2,2018-02-20 13:19:18.274813
m3-240,m3-212,0x00000b3132,1,3,2018-02-20 13:19:18.288295
m3-225,m3-212,0x00000b313f,1,2,2018-02-20 13:19:18.439431
m3-240,m3-212,0x00000b3387,1,3,2018-02-20 13:19:27.169683
m3-228,m3-225,0x00000b3394,1,2,2018-02-20 13:19:27.373155
m3-252,m3-216,0x00000b344e,1,1,2018-02-20 13:19:30.194331
m3-240,m3-212,0x00000b344e,6,0,2018-02-20 13:19:30.201935
m3-225,m3-212,0x00000b345b,1,2,2018-02-20 13:19:30.361939
m3-252,m3-216,0x00000b3515,1,1,2018-02-20 13:19:33.151348
m3-264,m3-245,0x00000b35dc,1,2,2018-02-20 13:19:36.131786
m3-240,m3-212,0x00000b36a3,6,0,2018-02-20 13:19:39.115737
m3-245,m3-212,0x00000b36ba,1,2,2018-02-20 13:19:39.516658
m3-252,m3-216,0x00000b376a,1,1,2018-02-20 13:19:42.135794
m3-260,m3-240,0x00000b37ae,6,0,2018-02-20 13:19:43.112701
m3-212,m3-207,0x00000b37d9,6,0,2018-02-20 13:19:43.756314
m3-212,m3-209,0x00000b3848,1,3,2018-02-20 13:19:45.460425
m3-240,m3-212,0x00000b38f8,6,0,2018-02-20 13:19:48.07897
m3-252,m3-216,0x00000b38f8,1,1,2018-02-20 13:19:48.092696
m3-212,m3-209,0x00000b390f,1,3,2018-02-20 13:19:48.423771
m3-212,m3-209,0x00000b39d6,6,0,2018-02-20 13:19:51.412291
m3-212,m3-209,0x00000b3a9d,1,3,2018-02-20 13:19:54.392749
m3-252,m3-216,0x00000b3b4d,1,1,2018-02-20 13:19:57.015095
m3-240,m3-212,0x00000b3b4d,6,0,2018-02-20 13:19:57.025452
m3-245,m3-212,0x00000b3b64,1,2,2018-02-20 13:19:57.374675
m3-252,m3-216,0x00000b3cdb,1,1,2018-02-20 13:20:03.026623
m3-240,m3-212,0x00000b3da2,6,0,2018-02-20 13:20:05.953697
m3-212,m3-209,0x00000b3db9,1,3,2018-02-20 13:20:06.324374
m3-240,m3-212,0x00000b3f30,1,3,2018-02-20 13:20:11.932046
m3-260,m3-240,0x00000b3f42,6,0,2018-02-20 13:20:12.18255
m3-228,m3-225,0x00000b407e,6,0,2018-02-20 13:20:16.904698
m3-240,m3-212,0x00000b40be,1,3,2018-02-20 13:20:17.887742
m3-245,m3-212,0x00000b4263,1,2,2018-02-20 13:20:24.229133
m3-212,m3-209,0x00000b4263,1,3,2018-02-20 13:20:24.240576
m3-212,m3-209,0x00000b432a,1,3,2018-02-20 13:20:27.225026
m3-245,m3-212,0x00000b432a,6,0,2018-02-20 13:20:27.225142
m3-245,m3-212,0x00000b43f1,6,0,2018-02-20 13:20:30.165573
m3-209,m3-207,0x00000b44b7,1,3,2018-02-20 13:20:33.116052
m3-256,m3-232,0x00000b462f,1,2,2018-02-20 13:20:38.756672
m3-245,m3-212,0x00000b4634,1,3,2018-02-20 13:20:38.834557
m3-260,m3-240,0x00000b46d6,6,0,2018-02-20 13:20:41.251582
m3-237,m3-224,0x00000b46f6,1,1,2018-02-20 13:20:41.744227
m3-245,m3-212,0x00000b46fb,1,3,2018-02-20 13:20:41.794672
m3-212,m3-209,0x00000b470c,1,3,2018-02-20 13:20:42.060371
m3-232,m3-216,0x00000b47bd,1,2,2018-02-20 13:20:44.735372
m3-209,m3-207,0x00000b47d3,1,2,2018-02-20 13:20:45.049593
m3-212,m3-209,0x00000b47d3,1,3,2018-02-20 13:20:45.056898
m3-228,m3-225,0x00000b4828,6,0,2018-02-20 13:20:46.315075
m3-224,m3-213,0x00000b4899,1,1,2018-02-20 13:20:48.010109
m3-225,m3-212,0x00000b489b,2,2,2018-02-20 13:20:48.055762
m3-228,m3-213,0x00000b494b,1,3,2018-02-20 13:20:50.6885
m3-252,m3-232,0x00000b494b,1,1,2018-02-20 13:20:50.694428
m3-264,m3-232,0x00000b494d,1,2,2018-02-20 13:20:50.712091
m3-237,m3-240,0x00000b4977,6,0,2018-02-20 13:20:51.328329
m3-216,m3-209,0x00000b4a13,2,2,2018-02-20 13:20:53.673021
m3-245,m3-212,0x00000b4a17,1,3,2018-02-20 13:20:53.729655
m3-252,m3-232,0x00000b4ad9,1,1,2018-02-20 13:20:56.663667
m3-256,m3-240,0x00000b4ad8,6,0,2018-02-20 13:20:56.677266
m3-264,m3-232,0x00000b4adb,1,2,2018-02-20 13:20:56.69513
m3-232,m3-216,0x00000b4ba0,1,2,2018-02-20 13:20:59.640722
m3-228,m3-213,0x00000b4ba0,1,3,2018-02-20 13:20:59.641668
m3-216,m3-209,0x00000b4c68,2,2,2018-02-20 13:21:02.623596
m3-264,m3-245,0x00000b4d25,6,0,2018-02-20 13:21:05.453269
m3-252,m3-232,0x00000b4d2e,1,1,2018-02-20 13:21:05.614758
m3-228,m3-213,0x00000b4d2e,1,3,2018-02-20 13:21:05.625184
m3-216,m3-209,0x00000b4d30,2,2,2018-02-20 13:21:05.644963
m3-245,m3-212,0x00000b4d30,1,3,2018-02-20 13:21:05.721028
m3-216,m3-209,0x00000b4df5,1,1,2018-02-20 13:21:08.621587
m3-264,m3-232,0x00000b4df5,1,2,2018-02-20 13:21:08.630622
m3-245,m3-212,0x00000b4dfa,1,3,2018-02-20 13:21:08.664271
m3-225,m3-212,0x00000b4e0c,2,2,2018-02-20 13:21:08.947949
m3-260,m3-240,0x00000b4e6a,6,0,2018-02-20 13:21:10.327893
m3-264,m3-232,0x00000b4f83,1,2,2018-02-20 13:21:14.543466
m3-260,m3-232,0x00000b4f83,1,2,2018-02-20 13:21:14.552207
m3-224,m3-213,0x00000b4f98,1,1,2018-02-20 13:21:14.845898
m3-225,m3-212,0x00000b5061,2,2,2018-02-20 13:21:17.873175
m3-237,m3-240,0x00000b50e0,6,0,2018-02-20 13:21:19.764178
m3-260,m3-232,0x00000b5111,1,2,2018-02-20 13:21:20.485646
m3-232,m3-216,0x00000b51d8,1,1,2018-02-20 13:21:23.514333
m3-264,m3-232,0x00000b51d8,1,2,2018-02-20 13:21:23.516659
m3-213,m3-207,0x00000b51ed,1,1,2018-02-20 13:21:23.790218
m3-256,m3-240,0x00000b523c,6,0,2018-02-20 13:21:24.975083
m3-248,m3-232,0x00000b529f,1,3,2018-02-20 13:21:26.463973
m3-212,m3-209,0x00000b52b5,1,3,2018-02-20 13:21:26.787032
m3-264,m3-232,0x00000b5366,1,2,2018-02-20 13:21:29.498748
m3-260,m3-232,0x00000b5366,1,2,2018-02-20 13:21:29.515997
m3-212,m3-209,0x00000b5443,6,0,2018-02-20 13:21:32.740765
m3-249,m3-232,0x00000b54f4,1,1,2018-02-20 13:21:35.403342
m3-216,m3-209,0x00000b54f4,1,1,2018-02-20 13:21:35.405518
m3-245,m3-212,0x00000b54f9,1,3,2018-02-20 13:21:35.484433
m3-232,m3-216,0x00000b55bb,1,1,2018-02-20 13:21:38.394048
m3-241,m3-232,0x00000b55c0,1,1,2018-02-20 13:21:38.472744
m3-252,m3-240,0x00000b5666,6,0,2018-02-20 13:21:40.945389
m3-245,m3-212,0x00000b5687,1,3,2018-02-20 13:21:41.441184
m3-212,m3-209,0x00000b575f,6,0,2018-02-20 13:21:44.678017
m3-241,m3-245,0x00000b5805,6,0,2018-02-20 13:21:47.165259
m3-232,m3-216,0x00000b5810,1,1,2018-02-20 13:21:47.354294
m3-264,m3-245,0x00000b5810,1,2,2018-02-20 13:21:47.3677
m3-237,m3-240,0x00000b5849,6,0,2018-02-20 13:21:48.182021
m3-245,m3-212,0x00000b58d7,1,2,2018-02-20 13:21:50.329787
m3-264,m3-245,0x00000b599e,1,2,2018-02-20 13:21:53.331614
m3-248,m3-232,0x00000b599e,1,3,2018-02-20 13:21:53.33626
m3-256,m3-240,0x00000b59a1,6,0,2018-02-20 13:21:53.434316
m3-228,m3-212,0x00000b5a65,1,3,2018-02-20 13:21:56.340196
m3-260,m3-232,0x00000b5a65,1,2,2018-02-20 13:21:56.341744
m3-245,m3-212,0x00000b5a65,1,2,2018-02-20 13:21:56.349244
m3-225,m3-212,0x00000b5a7c,2,2,2018-02-20 13:21:56.712498
m3-245,m3-212,0x00000b5b2c,1,2,2018-02-20 13:21:59.276787
m3-216,m3-209,0x00000b5b2c,1,1,2018-02-20 13:21:59.398163
m3-216,m3-209,0x00000b5bf3,6,0,2018-02-20 13:22:02.245672
m3-212,m3-209,0x00000b5c09,6,0,2018-02-20 13:22:02.569097
m3-260,m3-232,0x00000b5cba,1,2,2018-02-20 13:22:05.233724
m3-241,m3-232,0x00000b5cba,1,1,2018-02-20 13:22:05.244508
m3-212,m3-209,0x00000b5cd0,1,3,2018-02-20 13:22:05.549262
m3-264,m3-245,0x00000b5d81,1,2,2018-02-20 13:22:08.236889
m3-245,m3-212,0x00000b5d81,1,2,2018-02-20 13:22:08.248646
m3-240,m3-253,0x00000b5d81,1,1,2018-02-20 13:22:08.248771
